--------------------Report--------------------
[0]  master A: 2  master B: 2  master ALUControl: 0  master result: 2  slave result: 2      correct? 1
[2436]  master A: 4856  master B: 7266  master ALUControl: 6  master result: 4294959360  slave result: 4294959360      correct? 1
[2437]  master A: 4858  master B: 7269  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[2438]  master A: 4860  master B: 7272  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[2439]  master A: 4862  master B: 7275  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[2440]  master A: 4864  master B: 7278  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[2441]  master A: 4866  master B: 7281  master ALUControl: 11  master result: 159449088  slave result: 159449088      correct? 1
[2442]  master A: 4868  master B: 7284  master ALUControl: 12  master result: 3952  slave result: 3952      correct? 1
[2443]  master A: 4870  master B: 7287  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[2444]  master A: 4872  master B: 7290  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[2445]  master A: 4874  master B: 7293  master ALUControl: 0  master result: 4104  slave result: 4104      correct? 1
[2446]  master A: 4876  master B: 7296  master ALUControl: 1  master result: 3980  slave result: 3980      correct? 1
[2447]  master A: 4878  master B: 7299  master ALUControl: 2  master result: 4294964875  slave result: 4294964875      correct? 1
[2448]  master A: 4880  master B: 7302  master ALUControl: 3  master result: 4294964874  slave result: 12182      correct? 0
[2449]  master A: 4882  master B: 7305  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[2450]  master A: 4884  master B: 7308  master ALUControl: 5  master result: 4294959203  slave result: 4294959203      correct? 1
[2451]  master A: 4886  master B: 7311  master ALUControl: 6  master result: 4294959203  slave result: 4294959203      correct? 1
[2452]  master A: 4888  master B: 7314  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[2453]  master A: 4890  master B: 7317  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[2454]  master A: 4892  master B: 7320  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[2455]  master A: 4894  master B: 7323  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[2456]  master A: 4896  master B: 7326  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[2457]  master A: 4898  master B: 7329  master ALUControl: 12  master result: 3971  slave result: 3971      correct? 1
[2458]  master A: 4900  master B: 7332  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[2459]  master A: 4902  master B: 7335  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[2460]  master A: 4904  master B: 7338  master ALUControl: 0  master result: 4136  slave result: 4136      correct? 1
[2461]  master A: 4906  master B: 7341  master ALUControl: 1  master result: 3975  slave result: 3975      correct? 1
[2462]  master A: 4908  master B: 7344  master ALUControl: 2  master result: 4294964860  slave result: 4294964860      correct? 1
[2463]  master A: 4910  master B: 7347  master ALUControl: 3  master result: 4294964859  slave result: 12257      correct? 0
[2464]  master A: 4912  master B: 7350  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[2465]  master A: 4914  master B: 7353  master ALUControl: 5  master result: 4294959172  slave result: 4294959172      correct? 1
[2466]  master A: 4916  master B: 7356  master ALUControl: 6  master result: 4294959172  slave result: 4294959172      correct? 1
[2467]  master A: 4918  master B: 7359  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[2468]  master A: 4920  master B: 7362  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[2469]  master A: 4922  master B: 7365  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[2470]  master A: 4924  master B: 7368  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[2471]  master A: 4926  master B: 7371  master ALUControl: 11  master result: 2  slave result: 2      correct? 1
[2472]  master A: 4928  master B: 7374  master ALUControl: 12  master result: 3982  slave result: 3982      correct? 1
[2473]  master A: 4930  master B: 7377  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[2474]  master A: 4932  master B: 7380  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[2475]  master A: 4934  master B: 7383  master ALUControl: 0  master result: 4166  slave result: 4166      correct? 1
[2476]  master A: 4936  master B: 7386  master ALUControl: 1  master result: 3986  slave result: 3986      correct? 1
[2477]  master A: 4938  master B: 7389  master ALUControl: 2  master result: 4294964845  slave result: 4294964845      correct? 1
[2478]  master A: 4940  master B: 7392  master ALUControl: 3  master result: 4294964844  slave result: 12332      correct? 0
[2479]  master A: 4942  master B: 7395  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[2480]  master A: 4944  master B: 7398  master ALUControl: 5  master result: 4294959113  slave result: 4294959113      correct? 1
[2481]  master A: 4946  master B: 7401  master ALUControl: 6  master result: 4294959113  slave result: 4294959113      correct? 1
[2482]  master A: 4948  master B: 7404  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[2483]  master A: 4950  master B: 7407  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[2484]  master A: 4952  master B: 7410  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[2485]  master A: 4954  master B: 7413  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[2486]  master A: 4956  master B: 7416  master ALUControl: 11  master result: 1268736  slave result: 1268736      correct? 1
[2487]  master A: 4958  master B: 7419  master ALUControl: 12  master result: 4005  slave result: 4005      correct? 1
[2488]  master A: 4960  master B: 7422  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[2489]  master A: 4962  master B: 7425  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[2490]  master A: 4964  master B: 7428  master ALUControl: 0  master result: 4356  slave result: 4356      correct? 1
[2491]  master A: 4966  master B: 7431  master ALUControl: 1  master result: 3681  slave result: 3681      correct? 1
[2492]  master A: 4968  master B: 7434  master ALUControl: 2  master result: 4294964830  slave result: 4294964830      correct? 1
[2493]  master A: 4970  master B: 7437  master ALUControl: 3  master result: 4294964829  slave result: 12407      correct? 0
[2494]  master A: 4972  master B: 7440  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[2495]  master A: 4974  master B: 7443  master ALUControl: 5  master result: 4294959232  slave result: 4294959232      correct? 1
[2496]  master A: 4976  master B: 7446  master ALUControl: 6  master result: 4294959232  slave result: 4294959232      correct? 1
[2497]  master A: 4978  master B: 7449  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[2498]  master A: 4980  master B: 7452  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[2499]  master A: 4982  master B: 7455  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[2500]  master A: 4984  master B: 7458  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[2501]  master A: 4986  master B: 7461  master ALUControl: 11  master result: 3489661083  slave result: 3489661083      correct? 1
[2502]  master A: 4988  master B: 7464  master ALUControl: 12  master result: 3668  slave result: 3668      correct? 1
[2503]  master A: 4990  master B: 7467  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[2504]  master A: 4992  master B: 7470  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[2505]  master A: 4994  master B: 7473  master ALUControl: 0  master result: 4352  slave result: 4352      correct? 1
[2506]  master A: 4996  master B: 7476  master ALUControl: 1  master result: 3760  slave result: 3760      correct? 1
[2507]  master A: 4998  master B: 7479  master ALUControl: 2  master result: 4294964815  slave result: 4294964815      correct? 1
[2508]  master A: 5000  master B: 7482  master ALUControl: 3  master result: 4294964814  slave result: 12482      correct? 0
[2509]  master A: 5002  master B: 7485  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[2510]  master A: 5004  master B: 7488  master ALUControl: 5  master result: 4294959155  slave result: 4294959155      correct? 1
[2511]  master A: 5006  master B: 7491  master ALUControl: 6  master result: 4294959155  slave result: 4294959155      correct? 1
[2512]  master A: 5008  master B: 7494  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[2513]  master A: 5010  master B: 7497  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[2514]  master A: 5012  master B: 7500  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[2515]  master A: 5014  master B: 7503  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[2516]  master A: 5016  master B: 7506  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[2517]  master A: 5018  master B: 7509  master ALUControl: 12  master result: 3791  slave result: 3791      correct? 1
[2518]  master A: 5020  master B: 7512  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[2519]  master A: 5022  master B: 7515  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[2520]  master A: 5024  master B: 7518  master ALUControl: 0  master result: 4352  slave result: 4352      correct? 1
[2521]  master A: 5026  master B: 7521  master ALUControl: 1  master result: 3779  slave result: 3779      correct? 1
[2522]  master A: 5028  master B: 7524  master ALUControl: 2  master result: 4294964800  slave result: 4294964800      correct? 1
[2523]  master A: 5030  master B: 7527  master ALUControl: 3  master result: 4294964799  slave result: 12557      correct? 0
[2524]  master A: 5032  master B: 7530  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[2525]  master A: 5034  master B: 7533  master ALUControl: 5  master result: 4294959120  slave result: 4294959120      correct? 1
[2526]  master A: 5036  master B: 7536  master ALUControl: 6  master result: 4294959120  slave result: 4294959120      correct? 1
[2527]  master A: 5038  master B: 7539  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[2528]  master A: 5040  master B: 7542  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[2529]  master A: 5042  master B: 7545  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[2530]  master A: 5044  master B: 7548  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[2531]  master A: 5046  master B: 7551  master ALUControl: 11  master result: 10092  slave result: 10092      correct? 1
[2532]  master A: 5048  master B: 7554  master ALUControl: 12  master result: 3642  slave result: 3642      correct? 1
[2533]  master A: 5050  master B: 7557  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[2534]  master A: 5052  master B: 7560  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[2535]  master A: 5054  master B: 7563  master ALUControl: 0  master result: 4490  slave result: 4490      correct? 1
[2536]  master A: 5056  master B: 7566  master ALUControl: 1  master result: 3662  slave result: 3662      correct? 1
[2537]  master A: 5058  master B: 7569  master ALUControl: 2  master result: 4294964785  slave result: 4294964785      correct? 1
